tool,ruleId,level,message,file,line
Trivy,CVE-2021-37750,warning,"Package: libk5crypto3
Installed Version: 1.15-1+deb9u1
Vulnerability CVE-2021-37750
Severity: MEDIUM
Fixed Version: 1.15-1+deb9u3
Link: [CVE-2021-37750](https://avd.aquasec.com/nvd/cve-2021-37750)",vulnerables/web-dvwa,1
Trivy,CVE-2017-11462,note,"Package: libk5crypto3
Installed Version: 1.15-1+deb9u1
Vulnerability CVE-2017-11462
Severity: LOW
Fixed Version: 
Link: [CVE-2017-11462](https://avd.aquasec.com/nvd/cve-2017-11462)",vulnerables/web-dvwa,1
Trivy,CVE-2018-5730,note,"Package: libk5crypto3
Installed Version: 1.15-1+deb9u1
Vulnerability CVE-2018-5730
Severity: LOW
Fixed Version: 1.15-1+deb9u3
Link: [CVE-2018-5730](https://avd.aquasec.com/nvd/cve-2018-5730)",vulnerables/web-dvwa,1
Trivy,CVE-2020-28196,error,"Package: libkrb5-3
Installed Version: 1.15-1+deb9u1
Vulnerability CVE-2020-28196
Severity: HIGH
Fixed Version: 1.15-1+deb9u2
Link: [CVE-2020-28196](https://avd.aquasec.com/nvd/cve-2020-28196)",vulnerables/web-dvwa,1
Trivy,CVE-2018-20217,warning,"Package: libkrb5-3
Installed Version: 1.15-1+deb9u1
Vulnerability CVE-2018-20217
Severity: MEDIUM
Fixed Version: 1.15-1+deb9u3
Link: [CVE-2018-20217](https://avd.aquasec.com/nvd/cve-2018-20217)",vulnerables/web-dvwa,1
Trivy,CVE-2018-5710,warning,"Package: libkrb5-3
Installed Version: 1.15-1+deb9u1
Vulnerability CVE-2018-5710
Severity: MEDIUM
Fixed Version: 1.15-1+deb9u3
Link: [CVE-2018-5710](https://avd.aquasec.com/nvd/cve-2018-5710)",vulnerables/web-dvwa,1
Trivy,CVE-2018-5729,warning,"Package: libkrb5-3
Installed Version: 1.15-1+deb9u1
Vulnerability CVE-2018-5729
Severity: MEDIUM
Fixed Version: 1.15-1+deb9u3
Link: [CVE-2018-5729](https://avd.aquasec.com/nvd/cve-2018-5729)",vulnerables/web-dvwa,1
Trivy,CVE-2021-37750,warning,"Package: libkrb5-3
Installed Version: 1.15-1+deb9u1
Vulnerability CVE-2021-37750
Severity: MEDIUM
Fixed Version: 1.15-1+deb9u3
Link: [CVE-2021-37750](https://avd.aquasec.com/nvd/cve-2021-37750)",vulnerables/web-dvwa,1
Trivy,CVE-2017-11462,note,"Package: libkrb5-3
Installed Version: 1.15-1+deb9u1
Vulnerability CVE-2017-11462
Severity: LOW
Fixed Version: 
Link: [CVE-2017-11462](https://avd.aquasec.com/nvd/cve-2017-11462)",vulnerables/web-dvwa,1
Trivy,CVE-2018-5730,note,"Package: libkrb5-3
Installed Version: 1.15-1+deb9u1
Vulnerability CVE-2018-5730
Severity: LOW
Fixed Version: 1.15-1+deb9u3
Link: [CVE-2018-5730](https://avd.aquasec.com/nvd/cve-2018-5730)",vulnerables/web-dvwa,1
Trivy,CVE-2020-28196,error,"Package: libkrb5support0
Installed Version: 1.15-1+deb9u1
Vulnerability CVE-2020-28196
Severity: HIGH
Fixed Version: 1.15-1+deb9u2
Link: [CVE-2020-28196](https://avd.aquasec.com/nvd/cve-2020-28196)",vulnerables/web-dvwa,1
Trivy,CVE-2018-20217,warning,"Package: libkrb5support0
Installed Version: 1.15-1+deb9u1
Vulnerability CVE-2018-20217
Severity: MEDIUM
Fixed Version: 1.15-1+deb9u3
Link: [CVE-2018-20217](https://avd.aquasec.com/nvd/cve-2018-20217)",vulnerables/web-dvwa,1
Trivy,CVE-2018-5710,warning,"Package: libkrb5support0
Installed Version: 1.15-1+deb9u1
Vulnerability CVE-2018-5710
Severity: MEDIUM
Fixed Version: 1.15-1+deb9u3
Link: [CVE-2018-5710](https://avd.aquasec.com/nvd/cve-2018-5710)",vulnerables/web-dvwa,1
Trivy,CVE-2018-5729,warning,"Package: libkrb5support0
Installed Version: 1.15-1+deb9u1
Vulnerability CVE-2018-5729
Severity: MEDIUM
Fixed Version: 1.15-1+deb9u3
Link: [CVE-2018-5729](https://avd.aquasec.com/nvd/cve-2018-5729)",vulnerables/web-dvwa,1
Trivy,CVE-2021-37750,warning,"Package: libkrb5support0
Installed Version: 1.15-1+deb9u1
Vulnerability CVE-2021-37750
Severity: MEDIUM
Fixed Version: 1.15-1+deb9u3
Link: [CVE-2021-37750](https://avd.aquasec.com/nvd/cve-2021-37750)",vulnerables/web-dvwa,1
Trivy,CVE-2017-11462,note,"Package: libkrb5support0
Installed Version: 1.15-1+deb9u1
Vulnerability CVE-2017-11462
Severity: LOW
Fixed Version: 
Link: [CVE-2017-11462](https://avd.aquasec.com/nvd/cve-2017-11462)",vulnerables/web-dvwa,1
Trivy,CVE-2018-5730,note,"Package: libkrb5support0
Installed Version: 1.15-1+deb9u1
Vulnerability CVE-2018-5730
Severity: LOW
Fixed Version: 1.15-1+deb9u3
Link: [CVE-2018-5730](https://avd.aquasec.com/nvd/cve-2018-5730)",vulnerables/web-dvwa,1
Trivy,CVE-2022-29155,error,"Package: libldap-2.4-2
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2022-29155
Severity: CRITICAL
Fixed Version: 2.4.44+dfsg-5+deb9u9
Link: [CVE-2022-29155](https://avd.aquasec.com/nvd/cve-2022-29155)",vulnerables/web-dvwa,1
Trivy,CVE-2020-12243,error,"Package: libldap-2.4-2
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2020-12243
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u4
Link: [CVE-2020-12243](https://avd.aquasec.com/nvd/cve-2020-12243)",vulnerables/web-dvwa,1
Trivy,CVE-2020-25692,error,"Package: libldap-2.4-2
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2020-25692
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u5
Link: [CVE-2020-25692](https://avd.aquasec.com/nvd/cve-2020-25692)",vulnerables/web-dvwa,1
Trivy,CVE-2020-25709,error,"Package: libldap-2.4-2
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2020-25709
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u6
Link: [CVE-2020-25709](https://avd.aquasec.com/nvd/cve-2020-25709)",vulnerables/web-dvwa,1
Trivy,CVE-2020-25710,error,"Package: libldap-2.4-2
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2020-25710
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u6
Link: [CVE-2020-25710](https://avd.aquasec.com/nvd/cve-2020-25710)",vulnerables/web-dvwa,1
Trivy,CVE-2020-36221,error,"Package: libldap-2.4-2
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2020-36221
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u7
Link: [CVE-2020-36221](https://avd.aquasec.com/nvd/cve-2020-36221)",vulnerables/web-dvwa,1
Trivy,CVE-2020-36222,error,"Package: libldap-2.4-2
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2020-36222
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u7
Link: [CVE-2020-36222](https://avd.aquasec.com/nvd/cve-2020-36222)",vulnerables/web-dvwa,1
Trivy,CVE-2020-36223,error,"Package: libldap-2.4-2
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2020-36223
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u7
Link: [CVE-2020-36223](https://avd.aquasec.com/nvd/cve-2020-36223)",vulnerables/web-dvwa,1
Trivy,CVE-2020-36224,error,"Package: libldap-2.4-2
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2020-36224
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u7
Link: [CVE-2020-36224](https://avd.aquasec.com/nvd/cve-2020-36224)",vulnerables/web-dvwa,1
Trivy,CVE-2020-36225,error,"Package: libldap-2.4-2
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2020-36225
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u7
Link: [CVE-2020-36225](https://avd.aquasec.com/nvd/cve-2020-36225)",vulnerables/web-dvwa,1
Trivy,CVE-2020-36226,error,"Package: libldap-2.4-2
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2020-36226
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u7
Link: [CVE-2020-36226](https://avd.aquasec.com/nvd/cve-2020-36226)",vulnerables/web-dvwa,1
Trivy,CVE-2020-36227,error,"Package: libldap-2.4-2
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2020-36227
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u7
Link: [CVE-2020-36227](https://avd.aquasec.com/nvd/cve-2020-36227)",vulnerables/web-dvwa,1
Trivy,CVE-2020-36228,error,"Package: libldap-2.4-2
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2020-36228
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u7
Link: [CVE-2020-36228](https://avd.aquasec.com/nvd/cve-2020-36228)",vulnerables/web-dvwa,1
Trivy,CVE-2020-36229,error,"Package: libldap-2.4-2
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2020-36229
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u7
Link: [CVE-2020-36229](https://avd.aquasec.com/nvd/cve-2020-36229)",vulnerables/web-dvwa,1
Trivy,CVE-2020-36230,error,"Package: libldap-2.4-2
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2020-36230
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u7
Link: [CVE-2020-36230](https://avd.aquasec.com/nvd/cve-2020-36230)",vulnerables/web-dvwa,1
Trivy,CVE-2021-27212,error,"Package: libldap-2.4-2
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2021-27212
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u8
Link: [CVE-2021-27212](https://avd.aquasec.com/nvd/cve-2021-27212)",vulnerables/web-dvwa,1
Trivy,CVE-2019-13057,note,"Package: libldap-2.4-2
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2019-13057
Severity: LOW
Fixed Version: 2.4.44+dfsg-5+deb9u3
Link: [CVE-2019-13057](https://avd.aquasec.com/nvd/cve-2019-13057)",vulnerables/web-dvwa,1
Trivy,CVE-2019-13565,note,"Package: libldap-2.4-2
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2019-13565
Severity: LOW
Fixed Version: 2.4.44+dfsg-5+deb9u3
Link: [CVE-2019-13565](https://avd.aquasec.com/nvd/cve-2019-13565)",vulnerables/web-dvwa,1
Trivy,CVE-2022-29155,error,"Package: libldap-common
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2022-29155
Severity: CRITICAL
Fixed Version: 2.4.44+dfsg-5+deb9u9
Link: [CVE-2022-29155](https://avd.aquasec.com/nvd/cve-2022-29155)",vulnerables/web-dvwa,1
Trivy,CVE-2020-12243,error,"Package: libldap-common
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2020-12243
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u4
Link: [CVE-2020-12243](https://avd.aquasec.com/nvd/cve-2020-12243)",vulnerables/web-dvwa,1
Trivy,CVE-2020-25692,error,"Package: libldap-common
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2020-25692
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u5
Link: [CVE-2020-25692](https://avd.aquasec.com/nvd/cve-2020-25692)",vulnerables/web-dvwa,1
Trivy,CVE-2020-25709,error,"Package: libldap-common
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2020-25709
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u6
Link: [CVE-2020-25709](https://avd.aquasec.com/nvd/cve-2020-25709)",vulnerables/web-dvwa,1
Trivy,CVE-2020-25710,error,"Package: libldap-common
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2020-25710
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u6
Link: [CVE-2020-25710](https://avd.aquasec.com/nvd/cve-2020-25710)",vulnerables/web-dvwa,1
Trivy,CVE-2020-36221,error,"Package: libldap-common
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2020-36221
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u7
Link: [CVE-2020-36221](https://avd.aquasec.com/nvd/cve-2020-36221)",vulnerables/web-dvwa,1
Trivy,CVE-2020-36222,error,"Package: libldap-common
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2020-36222
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u7
Link: [CVE-2020-36222](https://avd.aquasec.com/nvd/cve-2020-36222)",vulnerables/web-dvwa,1
Trivy,CVE-2020-36223,error,"Package: libldap-common
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2020-36223
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u7
Link: [CVE-2020-36223](https://avd.aquasec.com/nvd/cve-2020-36223)",vulnerables/web-dvwa,1
Trivy,CVE-2020-36224,error,"Package: libldap-common
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2020-36224
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u7
Link: [CVE-2020-36224](https://avd.aquasec.com/nvd/cve-2020-36224)",vulnerables/web-dvwa,1
Trivy,CVE-2020-36225,error,"Package: libldap-common
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2020-36225
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u7
Link: [CVE-2020-36225](https://avd.aquasec.com/nvd/cve-2020-36225)",vulnerables/web-dvwa,1
Trivy,CVE-2020-36226,error,"Package: libldap-common
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2020-36226
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u7
Link: [CVE-2020-36226](https://avd.aquasec.com/nvd/cve-2020-36226)",vulnerables/web-dvwa,1
Trivy,CVE-2020-36227,error,"Package: libldap-common
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2020-36227
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u7
Link: [CVE-2020-36227](https://avd.aquasec.com/nvd/cve-2020-36227)",vulnerables/web-dvwa,1
Trivy,CVE-2020-36228,error,"Package: libldap-common
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2020-36228
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u7
Link: [CVE-2020-36228](https://avd.aquasec.com/nvd/cve-2020-36228)",vulnerables/web-dvwa,1
Trivy,CVE-2020-36229,error,"Package: libldap-common
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2020-36229
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u7
Link: [CVE-2020-36229](https://avd.aquasec.com/nvd/cve-2020-36229)",vulnerables/web-dvwa,1
Trivy,CVE-2020-36230,error,"Package: libldap-common
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2020-36230
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u7
Link: [CVE-2020-36230](https://avd.aquasec.com/nvd/cve-2020-36230)",vulnerables/web-dvwa,1
Trivy,CVE-2021-27212,error,"Package: libldap-common
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2021-27212
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u8
Link: [CVE-2021-27212](https://avd.aquasec.com/nvd/cve-2021-27212)",vulnerables/web-dvwa,1
Trivy,CVE-2019-13057,note,"Package: libldap-common
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2019-13057
Severity: LOW
Fixed Version: 2.4.44+dfsg-5+deb9u3
Link: [CVE-2019-13057](https://avd.aquasec.com/nvd/cve-2019-13057)",vulnerables/web-dvwa,1
Trivy,CVE-2019-13565,note,"Package: libldap-common
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2019-13565
Severity: LOW
Fixed Version: 2.4.44+dfsg-5+deb9u3
Link: [CVE-2019-13565](https://avd.aquasec.com/nvd/cve-2019-13565)",vulnerables/web-dvwa,1
Trivy,CVE-2021-3520,error,"Package: liblz4-1
Installed Version: 0.0~r131-2+b1
Vulnerability CVE-2021-3520
Severity: CRITICAL
Fixed Version: 0.0~r131-2+deb9u1
Link: [CVE-2021-3520](https://avd.aquasec.com/nvd/cve-2021-3520)",vulnerables/web-dvwa,1
Trivy,CVE-2019-17543,note,"Package: liblz4-1
Installed Version: 0.0~r131-2+b1
Vulnerability CVE-2019-17543
Severity: LOW
Fixed Version: 
Link: [CVE-2019-17543](https://avd.aquasec.com/nvd/cve-2019-17543)",vulnerables/web-dvwa,1
Trivy,CVE-2022-1271,error,"Package: liblzma5
Installed Version: 5.2.2-1.2+b1
Vulnerability CVE-2022-1271
Severity: HIGH
Fixed Version: 5.2.2-1.2+deb9u1
Link: [CVE-2022-1271](https://avd.aquasec.com/nvd/cve-2022-1271)",vulnerables/web-dvwa,1
Trivy,CVE-2019-18218,error,"Package: libmagic-mgc
Installed Version: 1:5.30-1+deb9u2
Vulnerability CVE-2019-18218
Severity: HIGH
Fixed Version: 1:5.30-1+deb9u3
Link: [CVE-2019-18218](https://avd.aquasec.com/nvd/cve-2019-18218)",vulnerables/web-dvwa,1
Trivy,CVE-2019-8907,error,"Package: libmagic-mgc
Installed Version: 1:5.30-1+deb9u2
Vulnerability CVE-2019-8907
Severity: HIGH
Fixed Version: 
Link: [CVE-2019-8907](https://avd.aquasec.com/nvd/cve-2019-8907)",vulnerables/web-dvwa,1
Trivy,CVE-2019-8905,warning,"Package: libmagic-mgc
Installed Version: 1:5.30-1+deb9u2
Vulnerability CVE-2019-8905
Severity: MEDIUM
Fixed Version: 
Link: [CVE-2019-8905](https://avd.aquasec.com/nvd/cve-2019-8905)",vulnerables/web-dvwa,1
Trivy,CVE-2019-18218,error,"Package: libmagic1
Installed Version: 1:5.30-1+deb9u2
Vulnerability CVE-2019-18218
Severity: HIGH
Fixed Version: 1:5.30-1+deb9u3
Link: [CVE-2019-18218](https://avd.aquasec.com/nvd/cve-2019-18218)",vulnerables/web-dvwa,1
Trivy,CVE-2019-8907,error,"Package: libmagic1
Installed Version: 1:5.30-1+deb9u2
Vulnerability CVE-2019-8907
Severity: HIGH
Fixed Version: 
Link: [CVE-2019-8907](https://avd.aquasec.com/nvd/cve-2019-8907)",vulnerables/web-dvwa,1
Trivy,CVE-2019-8905,warning,"Package: libmagic1
Installed Version: 1:5.30-1+deb9u2
Vulnerability CVE-2019-8905
Severity: MEDIUM
Fixed Version: 
Link: [CVE-2019-8905](https://avd.aquasec.com/nvd/cve-2019-8905)",vulnerables/web-dvwa,1
Trivy,CVE-2020-15180,error,"Package: libmariadbclient18
Installed Version: 10.1.26-0+deb9u1
Vulnerability CVE-2020-15180
Severity: CRITICAL
Fixed Version: 10.1.47-0+deb9u1
Link: [CVE-2020-15180](https://avd.aquasec.com/nvd/cve-2020-15180)",vulnerables/web-dvwa,1
Trivy,CVE-2017-15365,error,"Package: libmariadbclient18
Installed Version: 10.1.26-0+deb9u1
Vulnerability CVE-2017-15365
Severity: HIGH
Fixed Version: 10.1.37-0+deb9u1
Link: [CVE-2017-15365](https://avd.aquasec.com/nvd/cve-2017-15365)",vulnerables/web-dvwa,1
Trivy,CVE-2018-2562,error,"Package: libmariadbclient18
Installed Version: 10.1.26-0+deb9u1
Vulnerability CVE-2018-2562
Severity: HIGH
Fixed Version: 10.1.37-0+deb9u1
Link: [CVE-2018-2562](https://avd.aquasec.com/nvd/cve-2018-2562)",vulnerables/web-dvwa,1
Trivy,CVE-2018-2755,error,"Package: libmariadbclient18
Installed Version: 10.1.26-0+deb9u1
Vulnerability CVE-2018-2755
Severity: HIGH
Fixed Version: 10.1.37-0+deb9u1
Link: [CVE-2018-2755](https://avd.aquasec.com/nvd/cve-2018-2755)",vulnerables/web-dvwa,1
Trivy,CVE-2018-3064,error,"Package: libmariadbclient18
Installed Version: 10.1.26-0+deb9u1
Vulnerability CVE-2018-3064
Severity: HIGH
Fixed Version: 10.1.37-0+deb9u1
Link: [CVE-2018-3064](https://avd.aquasec.com/nvd/cve-2018-3064)",vulnerables/web-dvwa,1
Trivy,CVE-2021-27928,error,"Package: libmariadbclient18
Installed Version: 10.1.26-0+deb9u1
Vulnerability CVE-2021-27928
Severity: HIGH
Fixed Version: 10.1.48-0+deb9u2
Link: [CVE-2021-27928](https://avd.aquasec.com/nvd/cve-2021-27928)",vulnerables/web-dvwa,1
Trivy,CVE-2017-10268,warning,"Package: libmariadbclient18
Installed Version: 10.1.26-0+deb9u1
Vulnerability CVE-2017-10268
Severity: MEDIUM
Fixed Version: 10.1.37-0+deb9u1
Link: [CVE-2017-10268](https://avd.aquasec.com/nvd/cve-2017-10268)",vulnerables/web-dvwa,1
Trivy,CVE-2017-10378,warning,"Package: libmariadbclient18
Installed Version: 10.1.26-0+deb9u1
Vulnerability CVE-2017-10378
Severity: MEDIUM
Fixed Version: 10.1.37-0+deb9u1
Link: [CVE-2017-10378](https://avd.aquasec.com/nvd/cve-2017-10378)",vulnerables/web-dvwa,1
Trivy,CVE-2018-2612,warning,"Package: libmariadbclient18
Installed Version: 10.1.26-0+deb9u1
Vulnerability CVE-2018-2612
Severity: MEDIUM
Fixed Version: 10.1.37-0+deb9u1
Link: [CVE-2018-2612](https://avd.aquasec.com/nvd/cve-2018-2612)",vulnerables/web-dvwa,1
Trivy,CVE-2018-2622,warning,"Package: libmariadbclient18
Installed Version: 10.1.26-0+deb9u1
Vulnerability CVE-2018-2622
Severity: MEDIUM
Fixed Version: 10.1.37-0+deb9u1
Link: [CVE-2018-2622](https://avd.aquasec.com/nvd/cve-2018-2622)",vulnerables/web-dvwa,1
Trivy,CVE-2018-2640,warning,"Package: libmariadbclient18
Installed Version: 10.1.26-0+deb9u1
Vulnerability CVE-2018-2640
Severity: MEDIUM
Fixed Version: 10.1.37-0+deb9u1
Link: [CVE-2018-2640](https://avd.aquasec.com/nvd/cve-2018-2640)",vulnerables/web-dvwa,1
Trivy,CVE-2018-2665,warning,"Package: libmariadbclient18
Installed Version: 10.1.26-0+deb9u1
Vulnerability CVE-2018-2665
Severity: MEDIUM
Fixed Version: 10.1.37-0+deb9u1
Link: [CVE-2018-2665](https://avd.aquasec.com/nvd/cve-2018-2665)",vulnerables/web-dvwa,1
Trivy,CVE-2018-2668,warning,"Package: libmariadbclient18
Installed Version: 10.1.26-0+deb9u1
Vulnerability CVE-2018-2668
Severity: MEDIUM
Fixed Version: 10.1.37-0+deb9u1
Link: [CVE-2018-2668](https://avd.aquasec.com/nvd/cve-2018-2668)",vulnerables/web-dvwa,1
Trivy,CVE-2018-2761,warning,"Package: libmariadbclient18
Installed Version: 10.1.26-0+deb9u1
Vulnerability CVE-2018-2761
Severity: MEDIUM
Fixed Version: 10.1.37-0+deb9u1
Link: [CVE-2018-2761](https://avd.aquasec.com/nvd/cve-2018-2761)",vulnerables/web-dvwa,1
Trivy,CVE-2018-2766,warning,"Package: libmariadbclient18
Installed Version: 10.1.26-0+deb9u1
Vulnerability CVE-2018-2766
Severity: MEDIUM
Fixed Version: 10.1.37-0+deb9u1
Link: [CVE-2018-2766](https://avd.aquasec.com/nvd/cve-2018-2766)",vulnerables/web-dvwa,1
Trivy,CVE-2018-2771,warning,"Package: libmariadbclient18
Installed Version: 10.1.26-0+deb9u1
Vulnerability CVE-2018-2771
Severity: MEDIUM
Fixed Version: 10.1.37-0+deb9u1
Link: [CVE-2018-2771](https://avd.aquasec.com/nvd/cve-2018-2771)",vulnerables/web-dvwa,1
Trivy,CVE-2018-2781,warning,"Package: libmariadbclient18
Installed Version: 10.1.26-0+deb9u1
Vulnerability CVE-2018-2781
Severity: MEDIUM
Fixed Version: 10.1.37-0+deb9u1
Link: [CVE-2018-2781](https://avd.aquasec.com/nvd/cve-2018-2781)",vulnerables/web-dvwa,1
Trivy,CVE-2018-2782,warning,"Package: libmariadbclient18
Installed Version: 10.1.26-0+deb9u1
Vulnerability CVE-2018-2782
Severity: MEDIUM
Fixed Version: 10.1.37-0+deb9u1
Link: [CVE-2018-2782](https://avd.aquasec.com/nvd/cve-2018-2782)",vulnerables/web-dvwa,1
Trivy,CVE-2018-2784,warning,"Package: libmariadbclient18
Installed Version: 10.1.26-0+deb9u1
Vulnerability CVE-2018-2784
Severity: MEDIUM
Fixed Version: 10.1.37-0+deb9u1
Link: [CVE-2018-2784](https://avd.aquasec.com/nvd/cve-2018-2784)",vulnerables/web-dvwa,1
Trivy,CVE-2018-2787,warning,"Package: libmariadbclient18
Installed Version: 10.1.26-0+deb9u1
Vulnerability CVE-2018-2787
Severity: MEDIUM
Fixed Version: 10.1.37-0+deb9u1
Link: [CVE-2018-2787](https://avd.aquasec.com/nvd/cve-2018-2787)",vulnerables/web-dvwa,1
Trivy,CVE-2018-2813,warning,"Package: libmariadbclient18
Installed Version: 10.1.26-0+deb9u1
Vulnerability CVE-2018-2813
Severity: MEDIUM
Fixed Version: 10.1.37-0+deb9u1
Link: [CVE-2018-2813](https://avd.aquasec.com/nvd/cve-2018-2813)",vulnerables/web-dvwa,1
Trivy,CVE-2018-2817,warning,"Package: libmariadbclient18
Installed Version: 10.1.26-0+deb9u1
Vulnerability CVE-2018-2817
Severity: MEDIUM
Fixed Version: 10.1.37-0+deb9u1
Link: [CVE-2018-2817](https://avd.aquasec.com/nvd/cve-2018-2817)",vulnerables/web-dvwa,1
Trivy,CVE-2018-2819,warning,"Package: libmariadbclient18
Installed Version: 10.1.26-0+deb9u1
Vulnerability CVE-2018-2819
Severity: MEDIUM
Fixed Version: 10.1.37-0+deb9u1
Link: [CVE-2018-2819](https://avd.aquasec.com/nvd/cve-2018-2819)",vulnerables/web-dvwa,1
Trivy,CVE-2018-3058,warning,"Package: libmariadbclient18
Installed Version: 10.1.26-0+deb9u1
Vulnerability CVE-2018-3058
Severity: MEDIUM
Fixed Version: 10.1.37-0+deb9u1
Link: [CVE-2018-3058](https://avd.aquasec.com/nvd/cve-2018-3058)",vulnerables/web-dvwa,1
Trivy,CVE-2018-3063,warning,"Package: libmariadbclient18
Installed Version: 10.1.26-0+deb9u1
Vulnerability CVE-2018-3063
Severity: MEDIUM
Fixed Version: 10.1.37-0+deb9u1
Link: [CVE-2018-3063](https://avd.aquasec.com/nvd/cve-2018-3063)",vulnerables/web-dvwa,1
Trivy,CVE-2018-3081,warning,"Package: libmariadbclient18
Installed Version: 10.1.26-0+deb9u1
Vulnerability CVE-2018-3081
Severity: MEDIUM
Fixed Version: 10.1.37-0+deb9u1
Link: [CVE-2018-3081](https://avd.aquasec.com/nvd/cve-2018-3081)",vulnerables/web-dvwa,1
Trivy,CVE-2018-3143,warning,"Package: libmariadbclient18
Installed Version: 10.1.26-0+deb9u1
Vulnerability CVE-2018-3143
Severity: MEDIUM
Fixed Version: 10.1.37-0+deb9u1
Link: [CVE-2018-3143](https://avd.aquasec.com/nvd/cve-2018-3143)",vulnerables/web-dvwa,1
