id,tool,rule_id,vulnerability_id,package,installed_version,message,severity,file,start_line,cwe,raw,cve_id_extracted,component_name,component_version,component_purl,match_how
,trivy,CVE-2020-36221,CVE-2020-36221,,,"Package: libldap-common
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2020-36221
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u7
Link: [CVE-2020-36221](https://avd.aquasec.com/nvd/cve-2020-36221)",error,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2020-36221"", ""ruleIndex"": 198, ""level"": ""error"", ""message"": {""text"": ""Package: libldap-common\nInstalled Version: 2.4.44+dfsg-5+deb9u2\nVulnerability CVE-2020-36221\nSeverity: HIGH\nFixed Version: 2.4.44+dfsg-5+deb9u7\nLink: [CVE-2020-36221](https://avd.aquasec.com/nvd/cve-2020-36221)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: libldap-common@2.4.44+dfsg-5+deb9u2""}}]}",CVE-2020-36221,UNMAPPED,,,
,trivy,CVE-2020-36222,CVE-2020-36222,,,"Package: libldap-common
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2020-36222
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u7
Link: [CVE-2020-36222](https://avd.aquasec.com/nvd/cve-2020-36222)",error,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2020-36222"", ""ruleIndex"": 199, ""level"": ""error"", ""message"": {""text"": ""Package: libldap-common\nInstalled Version: 2.4.44+dfsg-5+deb9u2\nVulnerability CVE-2020-36222\nSeverity: HIGH\nFixed Version: 2.4.44+dfsg-5+deb9u7\nLink: [CVE-2020-36222](https://avd.aquasec.com/nvd/cve-2020-36222)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: libldap-common@2.4.44+dfsg-5+deb9u2""}}]}",CVE-2020-36222,UNMAPPED,,,
,trivy,CVE-2020-36223,CVE-2020-36223,,,"Package: libldap-common
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2020-36223
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u7
Link: [CVE-2020-36223](https://avd.aquasec.com/nvd/cve-2020-36223)",error,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2020-36223"", ""ruleIndex"": 200, ""level"": ""error"", ""message"": {""text"": ""Package: libldap-common\nInstalled Version: 2.4.44+dfsg-5+deb9u2\nVulnerability CVE-2020-36223\nSeverity: HIGH\nFixed Version: 2.4.44+dfsg-5+deb9u7\nLink: [CVE-2020-36223](https://avd.aquasec.com/nvd/cve-2020-36223)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: libldap-common@2.4.44+dfsg-5+deb9u2""}}]}",CVE-2020-36223,UNMAPPED,,,
,trivy,CVE-2020-36224,CVE-2020-36224,,,"Package: libldap-common
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2020-36224
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u7
Link: [CVE-2020-36224](https://avd.aquasec.com/nvd/cve-2020-36224)",error,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2020-36224"", ""ruleIndex"": 201, ""level"": ""error"", ""message"": {""text"": ""Package: libldap-common\nInstalled Version: 2.4.44+dfsg-5+deb9u2\nVulnerability CVE-2020-36224\nSeverity: HIGH\nFixed Version: 2.4.44+dfsg-5+deb9u7\nLink: [CVE-2020-36224](https://avd.aquasec.com/nvd/cve-2020-36224)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: libldap-common@2.4.44+dfsg-5+deb9u2""}}]}",CVE-2020-36224,UNMAPPED,,,
,trivy,CVE-2020-36225,CVE-2020-36225,,,"Package: libldap-common
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2020-36225
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u7
Link: [CVE-2020-36225](https://avd.aquasec.com/nvd/cve-2020-36225)",error,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2020-36225"", ""ruleIndex"": 202, ""level"": ""error"", ""message"": {""text"": ""Package: libldap-common\nInstalled Version: 2.4.44+dfsg-5+deb9u2\nVulnerability CVE-2020-36225\nSeverity: HIGH\nFixed Version: 2.4.44+dfsg-5+deb9u7\nLink: [CVE-2020-36225](https://avd.aquasec.com/nvd/cve-2020-36225)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: libldap-common@2.4.44+dfsg-5+deb9u2""}}]}",CVE-2020-36225,UNMAPPED,,,
,trivy,CVE-2020-36226,CVE-2020-36226,,,"Package: libldap-common
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2020-36226
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u7
Link: [CVE-2020-36226](https://avd.aquasec.com/nvd/cve-2020-36226)",error,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2020-36226"", ""ruleIndex"": 203, ""level"": ""error"", ""message"": {""text"": ""Package: libldap-common\nInstalled Version: 2.4.44+dfsg-5+deb9u2\nVulnerability CVE-2020-36226\nSeverity: HIGH\nFixed Version: 2.4.44+dfsg-5+deb9u7\nLink: [CVE-2020-36226](https://avd.aquasec.com/nvd/cve-2020-36226)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: libldap-common@2.4.44+dfsg-5+deb9u2""}}]}",CVE-2020-36226,UNMAPPED,,,
,trivy,CVE-2020-36227,CVE-2020-36227,,,"Package: libldap-common
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2020-36227
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u7
Link: [CVE-2020-36227](https://avd.aquasec.com/nvd/cve-2020-36227)",error,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2020-36227"", ""ruleIndex"": 204, ""level"": ""error"", ""message"": {""text"": ""Package: libldap-common\nInstalled Version: 2.4.44+dfsg-5+deb9u2\nVulnerability CVE-2020-36227\nSeverity: HIGH\nFixed Version: 2.4.44+dfsg-5+deb9u7\nLink: [CVE-2020-36227](https://avd.aquasec.com/nvd/cve-2020-36227)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: libldap-common@2.4.44+dfsg-5+deb9u2""}}]}",CVE-2020-36227,UNMAPPED,,,
,trivy,CVE-2020-36228,CVE-2020-36228,,,"Package: libldap-common
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2020-36228
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u7
Link: [CVE-2020-36228](https://avd.aquasec.com/nvd/cve-2020-36228)",error,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2020-36228"", ""ruleIndex"": 205, ""level"": ""error"", ""message"": {""text"": ""Package: libldap-common\nInstalled Version: 2.4.44+dfsg-5+deb9u2\nVulnerability CVE-2020-36228\nSeverity: HIGH\nFixed Version: 2.4.44+dfsg-5+deb9u7\nLink: [CVE-2020-36228](https://avd.aquasec.com/nvd/cve-2020-36228)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: libldap-common@2.4.44+dfsg-5+deb9u2""}}]}",CVE-2020-36228,UNMAPPED,,,
,trivy,CVE-2020-36229,CVE-2020-36229,,,"Package: libldap-common
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2020-36229
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u7
Link: [CVE-2020-36229](https://avd.aquasec.com/nvd/cve-2020-36229)",error,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2020-36229"", ""ruleIndex"": 206, ""level"": ""error"", ""message"": {""text"": ""Package: libldap-common\nInstalled Version: 2.4.44+dfsg-5+deb9u2\nVulnerability CVE-2020-36229\nSeverity: HIGH\nFixed Version: 2.4.44+dfsg-5+deb9u7\nLink: [CVE-2020-36229](https://avd.aquasec.com/nvd/cve-2020-36229)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: libldap-common@2.4.44+dfsg-5+deb9u2""}}]}",CVE-2020-36229,UNMAPPED,,,
,trivy,CVE-2020-36230,CVE-2020-36230,,,"Package: libldap-common
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2020-36230
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u7
Link: [CVE-2020-36230](https://avd.aquasec.com/nvd/cve-2020-36230)",error,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2020-36230"", ""ruleIndex"": 207, ""level"": ""error"", ""message"": {""text"": ""Package: libldap-common\nInstalled Version: 2.4.44+dfsg-5+deb9u2\nVulnerability CVE-2020-36230\nSeverity: HIGH\nFixed Version: 2.4.44+dfsg-5+deb9u7\nLink: [CVE-2020-36230](https://avd.aquasec.com/nvd/cve-2020-36230)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: libldap-common@2.4.44+dfsg-5+deb9u2""}}]}",CVE-2020-36230,UNMAPPED,,,
,trivy,CVE-2021-27212,CVE-2021-27212,,,"Package: libldap-common
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2021-27212
Severity: HIGH
Fixed Version: 2.4.44+dfsg-5+deb9u8
Link: [CVE-2021-27212](https://avd.aquasec.com/nvd/cve-2021-27212)",error,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2021-27212"", ""ruleIndex"": 208, ""level"": ""error"", ""message"": {""text"": ""Package: libldap-common\nInstalled Version: 2.4.44+dfsg-5+deb9u2\nVulnerability CVE-2021-27212\nSeverity: HIGH\nFixed Version: 2.4.44+dfsg-5+deb9u8\nLink: [CVE-2021-27212](https://avd.aquasec.com/nvd/cve-2021-27212)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: libldap-common@2.4.44+dfsg-5+deb9u2""}}]}",CVE-2021-27212,UNMAPPED,,,
,trivy,CVE-2019-13057,CVE-2019-13057,,,"Package: libldap-common
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2019-13057
Severity: LOW
Fixed Version: 2.4.44+dfsg-5+deb9u3
Link: [CVE-2019-13057](https://avd.aquasec.com/nvd/cve-2019-13057)",note,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2019-13057"", ""ruleIndex"": 209, ""level"": ""note"", ""message"": {""text"": ""Package: libldap-common\nInstalled Version: 2.4.44+dfsg-5+deb9u2\nVulnerability CVE-2019-13057\nSeverity: LOW\nFixed Version: 2.4.44+dfsg-5+deb9u3\nLink: [CVE-2019-13057](https://avd.aquasec.com/nvd/cve-2019-13057)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: libldap-common@2.4.44+dfsg-5+deb9u2""}}]}",CVE-2019-13057,UNMAPPED,,,
,trivy,CVE-2019-13565,CVE-2019-13565,,,"Package: libldap-common
Installed Version: 2.4.44+dfsg-5+deb9u2
Vulnerability CVE-2019-13565
Severity: LOW
Fixed Version: 2.4.44+dfsg-5+deb9u3
Link: [CVE-2019-13565](https://avd.aquasec.com/nvd/cve-2019-13565)",note,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2019-13565"", ""ruleIndex"": 210, ""level"": ""note"", ""message"": {""text"": ""Package: libldap-common\nInstalled Version: 2.4.44+dfsg-5+deb9u2\nVulnerability CVE-2019-13565\nSeverity: LOW\nFixed Version: 2.4.44+dfsg-5+deb9u3\nLink: [CVE-2019-13565](https://avd.aquasec.com/nvd/cve-2019-13565)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: libldap-common@2.4.44+dfsg-5+deb9u2""}}]}",CVE-2019-13565,UNMAPPED,,,
,trivy,CVE-2021-3520,CVE-2021-3520,,,"Package: liblz4-1
Installed Version: 0.0~r131-2+b1
Vulnerability CVE-2021-3520
Severity: CRITICAL
Fixed Version: 0.0~r131-2+deb9u1
Link: [CVE-2021-3520](https://avd.aquasec.com/nvd/cve-2021-3520)",error,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2021-3520"", ""ruleIndex"": 211, ""level"": ""error"", ""message"": {""text"": ""Package: liblz4-1\nInstalled Version: 0.0~r131-2+b1\nVulnerability CVE-2021-3520\nSeverity: CRITICAL\nFixed Version: 0.0~r131-2+deb9u1\nLink: [CVE-2021-3520](https://avd.aquasec.com/nvd/cve-2021-3520)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: liblz4-1@0.0~r131-2+b1""}}]}",CVE-2021-3520,UNMAPPED,,,
,trivy,CVE-2019-17543,CVE-2019-17543,,,"Package: liblz4-1
Installed Version: 0.0~r131-2+b1
Vulnerability CVE-2019-17543
Severity: LOW
Fixed Version: 
Link: [CVE-2019-17543](https://avd.aquasec.com/nvd/cve-2019-17543)",note,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2019-17543"", ""ruleIndex"": 212, ""level"": ""note"", ""message"": {""text"": ""Package: liblz4-1\nInstalled Version: 0.0~r131-2+b1\nVulnerability CVE-2019-17543\nSeverity: LOW\nFixed Version: \nLink: [CVE-2019-17543](https://avd.aquasec.com/nvd/cve-2019-17543)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: liblz4-1@0.0~r131-2+b1""}}]}",CVE-2019-17543,UNMAPPED,,,
,trivy,CVE-2022-1271,CVE-2022-1271,,,"Package: liblzma5
Installed Version: 5.2.2-1.2+b1
Vulnerability CVE-2022-1271
Severity: HIGH
Fixed Version: 5.2.2-1.2+deb9u1
Link: [CVE-2022-1271](https://avd.aquasec.com/nvd/cve-2022-1271)",error,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2022-1271"", ""ruleIndex"": 52, ""level"": ""error"", ""message"": {""text"": ""Package: liblzma5\nInstalled Version: 5.2.2-1.2+b1\nVulnerability CVE-2022-1271\nSeverity: HIGH\nFixed Version: 5.2.2-1.2+deb9u1\nLink: [CVE-2022-1271](https://avd.aquasec.com/nvd/cve-2022-1271)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: liblzma5@5.2.2-1.2+b1""}}]}",CVE-2022-1271,UNMAPPED,,,
,trivy,CVE-2019-18218,CVE-2019-18218,,,"Package: libmagic-mgc
Installed Version: 1:5.30-1+deb9u2
Vulnerability CVE-2019-18218
Severity: HIGH
Fixed Version: 1:5.30-1+deb9u3
Link: [CVE-2019-18218](https://avd.aquasec.com/nvd/cve-2019-18218)",error,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2019-18218"", ""ruleIndex"": 45, ""level"": ""error"", ""message"": {""text"": ""Package: libmagic-mgc\nInstalled Version: 1:5.30-1+deb9u2\nVulnerability CVE-2019-18218\nSeverity: HIGH\nFixed Version: 1:5.30-1+deb9u3\nLink: [CVE-2019-18218](https://avd.aquasec.com/nvd/cve-2019-18218)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: libmagic-mgc@1:5.30-1+deb9u2""}}]}",CVE-2019-18218,UNMAPPED,,,
,trivy,CVE-2019-8907,CVE-2019-8907,,,"Package: libmagic-mgc
Installed Version: 1:5.30-1+deb9u2
Vulnerability CVE-2019-8907
Severity: HIGH
Fixed Version: 
Link: [CVE-2019-8907](https://avd.aquasec.com/nvd/cve-2019-8907)",error,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2019-8907"", ""ruleIndex"": 46, ""level"": ""error"", ""message"": {""text"": ""Package: libmagic-mgc\nInstalled Version: 1:5.30-1+deb9u2\nVulnerability CVE-2019-8907\nSeverity: HIGH\nFixed Version: \nLink: [CVE-2019-8907](https://avd.aquasec.com/nvd/cve-2019-8907)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: libmagic-mgc@1:5.30-1+deb9u2""}}]}",CVE-2019-8907,UNMAPPED,,,
,trivy,CVE-2019-8905,CVE-2019-8905,,,"Package: libmagic-mgc
Installed Version: 1:5.30-1+deb9u2
Vulnerability CVE-2019-8905
Severity: MEDIUM
Fixed Version: 
Link: [CVE-2019-8905](https://avd.aquasec.com/nvd/cve-2019-8905)",warning,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2019-8905"", ""ruleIndex"": 47, ""level"": ""warning"", ""message"": {""text"": ""Package: libmagic-mgc\nInstalled Version: 1:5.30-1+deb9u2\nVulnerability CVE-2019-8905\nSeverity: MEDIUM\nFixed Version: \nLink: [CVE-2019-8905](https://avd.aquasec.com/nvd/cve-2019-8905)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: libmagic-mgc@1:5.30-1+deb9u2""}}]}",CVE-2019-8905,UNMAPPED,,,
,trivy,CVE-2019-18218,CVE-2019-18218,,,"Package: libmagic1
Installed Version: 1:5.30-1+deb9u2
Vulnerability CVE-2019-18218
Severity: HIGH
Fixed Version: 1:5.30-1+deb9u3
Link: [CVE-2019-18218](https://avd.aquasec.com/nvd/cve-2019-18218)",error,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2019-18218"", ""ruleIndex"": 45, ""level"": ""error"", ""message"": {""text"": ""Package: libmagic1\nInstalled Version: 1:5.30-1+deb9u2\nVulnerability CVE-2019-18218\nSeverity: HIGH\nFixed Version: 1:5.30-1+deb9u3\nLink: [CVE-2019-18218](https://avd.aquasec.com/nvd/cve-2019-18218)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: libmagic1@1:5.30-1+deb9u2""}}]}",CVE-2019-18218,UNMAPPED,,,
,trivy,CVE-2019-8907,CVE-2019-8907,,,"Package: libmagic1
Installed Version: 1:5.30-1+deb9u2
Vulnerability CVE-2019-8907
Severity: HIGH
Fixed Version: 
Link: [CVE-2019-8907](https://avd.aquasec.com/nvd/cve-2019-8907)",error,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2019-8907"", ""ruleIndex"": 46, ""level"": ""error"", ""message"": {""text"": ""Package: libmagic1\nInstalled Version: 1:5.30-1+deb9u2\nVulnerability CVE-2019-8907\nSeverity: HIGH\nFixed Version: \nLink: [CVE-2019-8907](https://avd.aquasec.com/nvd/cve-2019-8907)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: libmagic1@1:5.30-1+deb9u2""}}]}",CVE-2019-8907,UNMAPPED,,,
,trivy,CVE-2019-8905,CVE-2019-8905,,,"Package: libmagic1
Installed Version: 1:5.30-1+deb9u2
Vulnerability CVE-2019-8905
Severity: MEDIUM
Fixed Version: 
Link: [CVE-2019-8905](https://avd.aquasec.com/nvd/cve-2019-8905)",warning,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2019-8905"", ""ruleIndex"": 47, ""level"": ""warning"", ""message"": {""text"": ""Package: libmagic1\nInstalled Version: 1:5.30-1+deb9u2\nVulnerability CVE-2019-8905\nSeverity: MEDIUM\nFixed Version: \nLink: [CVE-2019-8905](https://avd.aquasec.com/nvd/cve-2019-8905)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: libmagic1@1:5.30-1+deb9u2""}}]}",CVE-2019-8905,UNMAPPED,,,
,trivy,CVE-2020-15180,CVE-2020-15180,,,"Package: libmariadbclient18
Installed Version: 10.1.26-0+deb9u1
Vulnerability CVE-2020-15180
Severity: CRITICAL
Fixed Version: 10.1.47-0+deb9u1
Link: [CVE-2020-15180](https://avd.aquasec.com/nvd/cve-2020-15180)",error,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2020-15180"", ""ruleIndex"": 213, ""level"": ""error"", ""message"": {""text"": ""Package: libmariadbclient18\nInstalled Version: 10.1.26-0+deb9u1\nVulnerability CVE-2020-15180\nSeverity: CRITICAL\nFixed Version: 10.1.47-0+deb9u1\nLink: [CVE-2020-15180](https://avd.aquasec.com/nvd/cve-2020-15180)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: libmariadbclient18@10.1.26-0+deb9u1""}}]}",CVE-2020-15180,UNMAPPED,,,
,trivy,CVE-2017-15365,CVE-2017-15365,,,"Package: libmariadbclient18
Installed Version: 10.1.26-0+deb9u1
Vulnerability CVE-2017-15365
Severity: HIGH
Fixed Version: 10.1.37-0+deb9u1
Link: [CVE-2017-15365](https://avd.aquasec.com/nvd/cve-2017-15365)",error,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2017-15365"", ""ruleIndex"": 214, ""level"": ""error"", ""message"": {""text"": ""Package: libmariadbclient18\nInstalled Version: 10.1.26-0+deb9u1\nVulnerability CVE-2017-15365\nSeverity: HIGH\nFixed Version: 10.1.37-0+deb9u1\nLink: [CVE-2017-15365](https://avd.aquasec.com/nvd/cve-2017-15365)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: libmariadbclient18@10.1.26-0+deb9u1""}}]}",CVE-2017-15365,UNMAPPED,,,
,trivy,CVE-2018-2562,CVE-2018-2562,,,"Package: libmariadbclient18
Installed Version: 10.1.26-0+deb9u1
Vulnerability CVE-2018-2562
Severity: HIGH
Fixed Version: 10.1.37-0+deb9u1
Link: [CVE-2018-2562](https://avd.aquasec.com/nvd/cve-2018-2562)",error,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2018-2562"", ""ruleIndex"": 215, ""level"": ""error"", ""message"": {""text"": ""Package: libmariadbclient18\nInstalled Version: 10.1.26-0+deb9u1\nVulnerability CVE-2018-2562\nSeverity: HIGH\nFixed Version: 10.1.37-0+deb9u1\nLink: [CVE-2018-2562](https://avd.aquasec.com/nvd/cve-2018-2562)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: libmariadbclient18@10.1.26-0+deb9u1""}}]}",CVE-2018-2562,UNMAPPED,,,
